"ID","START","LEN","Entity","Sentence","URL","Annot1","Annot2","Annot3","Annot4","Annot5"
3494,2,1,"Nike","Kiemelte Nike Wagner néhány hónapja Budapesten tartott elõadásában is említett asszimilációs készségét, hozzátéve, hogy a zenében az ,,elsajátítás"" lényegesen könnyebb, mint nyelvileg.","http://fidelio.hu/klasszikus/magazin/mit_gondolt_liszt_az_irodalomrol_es_a_kepzomuveszetrol",0,0,1,0,0
3495,4,1,"Wagner","Kiemelte Nike Wagner néhány hónapja Budapesten tartott elõadásában is említett asszimilációs készségét, hozzátéve, hogy a zenében az ,,elsajátítás"" lényegesen könnyebb, mint nyelvileg.","http://fidelio.hu/klasszikus/magazin/mit_gondolt_liszt_az_irodalomrol_es_a_kepzomuveszetrol",0,0,0,0,0
3496,1,2,"Dorothea Redepenning","Dorothea Redepenning ,,Liszt és a képzõmûvészet - átfogó megfontolások"" címû elõadásában Liszt átdolgozói viszonyulását terjesztette ki a zenemû-zenemû kapcsolatról a kép-(szobor-, stb.)zenemû kapcsolatra.","http://fidelio.hu/klasszikus/magazin/mit_gondolt_liszt_az_irodalomrol_es_a_kepzomuveszetrol",0,0,0,0,0
3497,18,2,"Szent Erzsébet","Számos esetben ez egyben valamely, a kép által ihletett irodalmi mû (Totentanz, Dante-szimfónia, Szent Erzsébet).","http://fidelio.hu/klasszikus/magazin/mit_gondolt_liszt_az_irodalomrol_es_a_kepzomuveszetrol",0,0,0,0,0
3498,6,2,"Hardy Mihály","Erõsítette meg az MTI értesülését Hardy Mihály, a Liszt Ferenc Nemzetközi Repülõteret üzemeltetõ Budapest Airport Zrt. vállalati és közkapcsolati igazgatója.","http://www.infodebrecen.hu/hir_olvas/permalink:egy-utas-miatt-landolt-budapesten-2011-10-17-072500",0,0,0,0,0
3499,12,3,"Móra Ferenc Múzeum","Várhatóan december elsõ napján érkezik a 15 ezredik látogató a szegedi Móra Ferenc Múzeum kivételes Csontváry-kiállítására.","http://www.szeged.hu/kultura/hirek/12381-csontvary-15-ezredik-latogato-es-adventi-jegyarcsoekkenes.html",0,0,0,0,0
3500,12,2,"Orosz László","A rendezvényre a belépés ingyenes lesz, a helyszínen adományokat gyûjtenek Orosz László gyermekeinek támogatására, akik ugyancsak kosárlabdáznak, és pályára is lépnek majd a meccsen.","http://www.havasok.hu/cikk/jotekonysagi-kosarmerkozes-orosz-laszlo-emlekere",1,0,1,0,1
3501,1,2,"Hardy Mihály","Hardy Mihály emlékeztetett arra, hogy a kormányrendelet szerint a pénteki leállást követõen három napig segítik kártalanítással az utasokat.","http://www.metropol.hu/gazdasag/cikk/841920",0,0,0,0,0
3502,1,2,"Fellegi Tamás","Fellegi Tamás nemzeti fejlesztési miniszter július 5-én a Malév értékesítése kapcsán kijelentette: szakmai befektetõt keresnek, a tárgyalások jól állnak, de még számos gazdasági és jogi vitakérdés van az orosz féllel.","http://www.zalaegerszeginapilap.hu/cikk/Kinai_forras_a_Hainan_Airlines_gondolkodik_a_Malevba_valo_befektetesen/80309",0,0,0,0,0
3503,20,2,"Réti Csaba","Az erre fordítható összeget az 1700 lakosú település egyik civil szervezete, a Faluépítõ Közösség nyerte el - mondta Réti Csaba polgármester az MTI-nek hétfõn.","http://gyorplusz.hu/cikk/vizparti_setaut_oshonos_novenyekkel.html",0,0,0,0,0
3506,6,1,"Blaga","Így az RMDSZ is támogatta Blaga megválasztását, a szövetség viszont cserében megkapja a kormányfõtitkári posztot.","http://www.observer.hu/news/2595",0,1,1,1,1
3507,6,2,"Kispál András","1128veloEzen a héten jelenik meg Kispál András új zenekara, a Velõrózsák debütáló albuma Hamburgerkovács címmel; a tavaly elbúcsúzott Kispál és a Borz exgitárosa és társai december 9-én az A38 hajón mutatják be a friss anyagot.","http://www.helybenavilag.hu/torokbalint/index.php?option=com_content&view=article&id=34881:kispal-immar-borz-nelkuel-velrozsak-lemez-es-koncert-dec-9&catid=161:zene-sarok&Itemid=341",0,0,1,0,1
3514,10,2,"Keresztes Ildikó","Hiába erõsítették meg közeli ismerõsök, hogy válófélben van Keresztes Ildikó és férje, sõt még maga Kicska László is elismerte, hogy elköltözött otthonról és van valakije (errõl bõvebben itt!), az énekesnõ továbbra is tagad.","http://www.infofured.hu/hir_olvas/permalink:keresztes-ildi-sokkot-kapott-gy-eli-tul-2011-11-28-075313",0,-1,-1,-1,-1
3515,18,2,"Kicska László","Hiába erõsítették meg közeli ismerõsök, hogy válófélben van Keresztes Ildikó és férje, sõt még maga Kicska László is elismerte, hogy elköltözött otthonról és van valakije (errõl bõvebben itt!), az énekesnõ továbbra is tagad.","http://www.infofured.hu/hir_olvas/permalink:keresztes-ildi-sokkot-kapott-gy-eli-tul-2011-11-28-075313",0,-1,0,-1,0
3516,7,1,"Csaba","A nyeremény Annamarit illette, mivel Csaba korábban a párbaj alkalmával szabályt szegett - odarohnat rokonaihoz, mielõtt visszament volna a villába.","http://www.hajdupress.hu/?cikk=10312",0,-1,-1,-1,-1
3517,12,2,"Viktorija Azarenka","A nõi világranglistát a fehérorosz - szintén friss melbourne-i gyõztes - Viktorija Azarenka vezeti a tavalyi wimbledoni bajnok cseh Petra Kvitová elõtt, a negyedik helyen pedig az egy hete még elsõ helyezett dán Caroline Wozniacki áll.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",1,1,1,1,1
3518,20,2,"Petra Kvitová","A nõi világranglistát a fehérorosz - szintén friss melbourne-i gyõztes - Viktorija Azarenka vezeti a tavalyi wimbledoni bajnok cseh Petra Kvitová elõtt, a negyedik helyen pedig az egy hete még elsõ helyezett dán Caroline Wozniacki áll.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",0,0,0,0,1
3519,35,2,"Caroline Wozniacki","A nõi világranglistát a fehérorosz - szintén friss melbourne-i gyõztes - Viktorija Azarenka vezeti a tavalyi wimbledoni bajnok cseh Petra Kvitová elõtt, a negyedik helyen pedig az egy hete még elsõ helyezett dán Caroline Wozniacki áll.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",0,0,0,0,1
3520,14,2,"Hornok Miklós","Hogy van-e valami közös a ,,kicsik"" elõretörésében, azt Hornok Miklós, a magyar férfi teniszválogatott szövetségi kapitányának segítségével próbáltuk kideríteni.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",0,0,0,0,0
3521,37,2,"Björn Borg","Szeles Mónika 13 esztendõs volt, amikor családja Újvidékrõl az Egyesült Államokba költözött, õ pedig ettõl fogva a Nick Bollettieri nevével fémjelzett akadémián tanult, ahol az évek során olyan kiválóságok fordultak meg, mint Björn Borg, Boris Becker, Jim Courier, Andre Agassi, Pete Sampras, illetve Martina Hingis, Jennifer Capriati, Marija Sarapova, Jelena Jankovics és a Williams nõvérek.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",1,0,1,1,1
3522,40,2,"Boris Becker","Szeles Mónika 13 esztendõs volt, amikor családja Újvidékrõl az Egyesült Államokba költözött, õ pedig ettõl fogva a Nick Bollettieri nevével fémjelzett akadémián tanult, ahol az évek során olyan kiválóságok fordultak meg, mint Björn Borg, Boris Becker, Jim Courier, Andre Agassi, Pete Sampras, illetve Martina Hingis, Jennifer Capriati, Marija Sarapova, Jelena Jankovics és a Williams nõvérek.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",1,0,1,1,1
3523,43,2,"Jim Courier","Szeles Mónika 13 esztendõs volt, amikor családja Újvidékrõl az Egyesült Államokba költözött, õ pedig ettõl fogva a Nick Bollettieri nevével fémjelzett akadémián tanult, ahol az évek során olyan kiválóságok fordultak meg, mint Björn Borg, Boris Becker, Jim Courier, Andre Agassi, Pete Sampras, illetve Martina Hingis, Jennifer Capriati, Marija Sarapova, Jelena Jankovics és a Williams nõvérek.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",0,0,1,1,1
3524,46,2,"Andre Agassi","Szeles Mónika 13 esztendõs volt, amikor családja Újvidékrõl az Egyesült Államokba költözött, õ pedig ettõl fogva a Nick Bollettieri nevével fémjelzett akadémián tanult, ahol az évek során olyan kiválóságok fordultak meg, mint Björn Borg, Boris Becker, Jim Courier, Andre Agassi, Pete Sampras, illetve Martina Hingis, Jennifer Capriati, Marija Sarapova, Jelena Jankovics és a Williams nõvérek.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",1,0,1,1,1
3525,49,2,"Pete Sampras","Szeles Mónika 13 esztendõs volt, amikor családja Újvidékrõl az Egyesült Államokba költözött, õ pedig ettõl fogva a Nick Bollettieri nevével fémjelzett akadémián tanult, ahol az évek során olyan kiválóságok fordultak meg, mint Björn Borg, Boris Becker, Jim Courier, Andre Agassi, Pete Sampras, illetve Martina Hingis, Jennifer Capriati, Marija Sarapova, Jelena Jankovics és a Williams nõvérek.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",1,0,1,1,1
3526,53,2,"Martina Hingi","Szeles Mónika 13 esztendõs volt, amikor családja Újvidékrõl az Egyesült Államokba költözött, õ pedig ettõl fogva a Nick Bollettieri nevével fémjelzett akadémián tanult, ahol az évek során olyan kiválóságok fordultak meg, mint Björn Borg, Boris Becker, Jim Courier, Andre Agassi, Pete Sampras, illetve Martina Hingis, Jennifer Capriati, Marija Sarapova, Jelena Jankovics és a Williams nõvérek.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",1,0,1,1,1
3527,56,2,"Jennifer Capriati","Szeles Mónika 13 esztendõs volt, amikor családja Újvidékrõl az Egyesült Államokba költözött, õ pedig ettõl fogva a Nick Bollettieri nevével fémjelzett akadémián tanult, ahol az évek során olyan kiválóságok fordultak meg, mint Björn Borg, Boris Becker, Jim Courier, Andre Agassi, Pete Sampras, illetve Martina Hingis, Jennifer Capriati, Marija Sarapova, Jelena Jankovics és a Williams nõvérek.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",0,0,1,1,1
3528,59,2,"Marija Sarapova","Szeles Mónika 13 esztendõs volt, amikor családja Újvidékrõl az Egyesült Államokba költözött, õ pedig ettõl fogva a Nick Bollettieri nevével fémjelzett akadémián tanult, ahol az évek során olyan kiválóságok fordultak meg, mint Björn Borg, Boris Becker, Jim Courier, Andre Agassi, Pete Sampras, illetve Martina Hingis, Jennifer Capriati, Marija Sarapova, Jelena Jankovics és a Williams nõvérek.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",1,0,1,1,1
3529,62,2,"Jelena Jankovics","Szeles Mónika 13 esztendõs volt, amikor családja Újvidékrõl az Egyesült Államokba költözött, õ pedig ettõl fogva a Nick Bollettieri nevével fémjelzett akadémián tanult, ahol az évek során olyan kiválóságok fordultak meg, mint Björn Borg, Boris Becker, Jim Courier, Andre Agassi, Pete Sampras, illetve Martina Hingis, Jennifer Capriati, Marija Sarapova, Jelena Jankovics és a Williams nõvérek.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",0,0,1,1,1
3530,1,2,"Tomás Berdych","Tomás Berdych sem került korán hátrányba riválisaival szemben.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",0,0,0,1,0
3531,1,2,"Hornok Miklós","Hornok Miklós elmondta, Szerbiában, ahol szinte csak az élsport, és azon belül is csak a legjobbak számítanak, Djokovics, illetve nõi vonalon Ana Ivanovics és Jelena Jankovics sikerei hozták el az igazi áttörést.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",0,0,0,0,0
3532,27,2,"Ana Ivanovics","Hornok Miklós elmondta, Szerbiában, ahol szinte csak az élsport, és azon belül is csak a legjobbak számítanak, Djokovics, illetve nõi vonalon Ana Ivanovics és Jelena Jankovics sikerei hozták el az igazi áttörést.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",1,1,1,1,1
3533,30,2,"Jelena Jankovics","Hornok Miklós elmondta, Szerbiában, ahol szinte csak az élsport, és azon belül is csak a legjobbak számítanak, Djokovics, illetve nõi vonalon Ana Ivanovics és Jelena Jankovics sikerei hozták el az igazi áttörést.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",1,1,1,1,1
3534,10,2,"Novak Djokovics","Reflektorfénybe kerültek múlt hétvégén a szerb sportolók, amikor Novak Djokovics melbourne-i diadala mellett a férfi vízilabdázók Európa-bajnoki arany, a kézilabdázók pedig ezüstérmet nyertek.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",1,1,1,1,1
3535,28,2,"Nemanja Vidics","Déli szomszédainknál a ,,kirakat"" meglehetõsen csillogó, hiszen Djokovicsot a világ minden pontján ismerik, ezen kívül számos labdarúgójuk játszik európai élcsapatokban (például Nemanja Vidics - Manchester United, Braniszlav Ivanovics - Chelsea), van három aktív NBA-kosarasuk, Predrag Sztojakovics révén ráadásul a Dallas tavalyi bajnokcsapatának is volt szerb tagja.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",1,0,1,0,0
3536,34,2,"Braniszlav Ivanovics","Déli szomszédainknál a ,,kirakat"" meglehetõsen csillogó, hiszen Djokovicsot a világ minden pontján ismerik, ezen kívül számos labdarúgójuk játszik európai élcsapatokban (például Nemanja Vidics - Manchester United, Braniszlav Ivanovics - Chelsea), van három aktív NBA-kosarasuk, Predrag Sztojakovics révén ráadásul a Dallas tavalyi bajnokcsapatának is volt szerb tagja.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",0,0,1,0,0
3537,45,2,"Predrag Sztojakovics","Déli szomszédainknál a ,,kirakat"" meglehetõsen csillogó, hiszen Djokovicsot a világ minden pontján ismerik, ezen kívül számos labdarúgójuk játszik európai élcsapatokban (például Nemanja Vidics - Manchester United, Braniszlav Ivanovics - Chelsea), van három aktív NBA-kosarasuk, Predrag Sztojakovics révén ráadásul a Dallas tavalyi bajnokcsapatának is volt szerb tagja.","http://www.vasarnapihirek.hu/sport/tenisz_ausztral_open_djokovics_azarenka",1,0,1,0,1
3538,1,3,"Vargáné Szombati Andrea","Vargáné Szombati Andrea, a Békés Megyei Rendõr-fõkapitányság sajtószóvivõje elmondta: a mûszaki mentés megkezdõdött, ennek idejére mindkét sávot lezárták.","http://www.hirado.hu/Hirek/2012/02/06/07/Ujrakezdte_a_ho_a_farkasordito_hidegben__fotok.aspx",0,0,0,0,0
3539,21,2,"Weiss Fülöp","Ettõl függetlenül az ügyben üzletet látó Pesti Magyar Kereskedelmi Bank is támogatta az ügyet, utóbbinak a vezetõje az a Weiss Fülöp volt, akinek neve a mostani OTP árkádja alatt látható emléktáblán olvasható.","http://www.szoljon.hu/jasz-nagykun-szolnok/kozelet/ismet-feltamasztjak-a-magyar-cukoripart-414377",1,0,0,0,0
3540,1,2,"Örkény István","Örkény István, a neves író Szolnokon élõ nagyapjánál hallott elõször a Macskajáték címû mûvének hátteréül szolgáló szolnoki cukorgyárról mely tolla révén bevonult az irodalomba.","http://www.szoljon.hu/jasz-nagykun-szolnok/kozelet/ismet-feltamasztjak-a-magyar-cukoripart-414377",0,0,0,0,1
3541,8,2,"Soós László","Az irodalom mellett egy gyártörténeti munka, Soós László A szolnoki cukorgyár története címû 1981-ben kiadott mûve is õrzi a Cukorgyár emlékét, illetve a '19-es szolnoki eseményekrõl Szentesi Zöldi László Vörösterror Szolnokon címû munkája tudósít bennünket.","http://www.szoljon.hu/jasz-nagykun-szolnok/kozelet/ismet-feltamasztjak-a-magyar-cukoripart-414377",0,0,1,0,0
3543,35,1,"Fan","A kínai vállalatok versenyképessége nagy mértékben függ a politikai környezettõl, ezért a kormányzati beavatkozás csökkentése, valamint a vállalatok és hivatalok közti jobb kapcsolat kialakítása lehet a gazdasági reformok következõ lépése - mondta Fan.","http://www.mfor.hu/cikkek/Nehez_idoket_elnek_a_kinai_vallalkozasok.html",0,0,0,0,0
3544,13,1,"Vilmos","A mentésbe bekapcsolódott a brit királyi légierõ walesi támaszpontja is, ahol Vilmos herceg, Károly trónörökös és a néhai Diana hercegnõ elsõszülött fia - édesapja után a brit trón második számú várományosa - is szolgál kutató-mentõ helikopterpilótaként.","http://www.pecsma.hu/vilag/2011/11/27/hat-tengeresz-tunt-el-a-wales-partjai-elott-elsullyedt-teherhajobol/",0,0,1,0,0
3545,17,1,"Károly","A mentésbe bekapcsolódott a brit királyi légierõ walesi támaszpontja is, ahol Vilmos herceg, Károly trónörökös és a néhai Diana hercegnõ elsõszülött fia - édesapja után a brit trón második számú várományosa - is szolgál kutató-mentõ helikopterpilótaként.","http://www.pecsma.hu/vilag/2011/11/27/hat-tengeresz-tunt-el-a-wales-partjai-elott-elsullyedt-teherhajobol/",0,0,0,0,0
3546,8,1,"Botka","adozok07_gs A városi fejlesztésekkel kapcsolatban Botka elmondta, hogy míg 2012-ben tovább folyik a munka - megújul a Dugonics tér, a színház, épül az Agóra, az új klinikai tömb, majd az ELI is -, addig 2011-ben egy elnyert pályázattal sem tud elszámolni a város.","http://szegedma.hu/hir/szeged/2012/02/botka-szeged-szerencseje-hogy-nincsenek-gyarai.html",0,0,0,0,0
3547,1,2,"Novák Ferenc","Novák Ferenc kifejtette: a rendszerváltást megelõzõen már Erdélyben is alakulhattak táncházak, igaz, gyakran rendõri atrocitások mellett mûködtek.","http://fidelio.hu/folk/hirek/a_magyar_tanchaz_modszer_az_unesco_szellemi_kulturalis_orokseg_listajan",0,0,0,0,0
3548,5,1,"Beyoncé","Online márkázásra kért segítséget Beyoncé Knowles a Madison Avenue néhány ügynökségétõl - értesült az Advertising Age.","http://www.kreativ.hu/cikk/beyonce_reklamugynokseget_keres",0,0,0,0,0
3549,4,2,"Lázár János","Megállapításuk szerint a Lázár János Fidesz-frakcióvezetõ jegyezte indítványba foglalt választási rendszer az ""egyoldalúan manipulált"" választókerületi határok és más részletszabályok miatt érdemben korlátozza a jelenlegi kormány leválthatóságát.","http://www.gepnarancs.hu/2011/11/az-uj-rendszer-korlatozza-a-jelenlegi-kormany-levalthatosagat/",-1,-1,-1,0,0
3550,19,2,"Cserháti Péter","Egyszeri kifizetésként decemberben háromhavi pótléknak megfelelõ összeget kapnak az egészségügyben, elsõsorban a sürgõsségi területen dolgozók - közölte Cserháti Péter, a Nemzeti Erõforrás Minisztérium helyettes államtitkára pénteken Zalaegerszegen.","http://www.pecsistop.hu/articles/article.php?id=967103",0,0,0,0,0
3551,1,2,"Réthelyi Miklós","Réthelyi Miklós nemzeti erõforrás miniszter pénteken, egy budapesti konferencián azt mondta, a minisztérium mindent megtesz annak érdekében, hogy anyagiakban is könnyebbé tudják tenni az egészségügyi dolgozók munkáját.","http://www.pecsistop.hu/articles/article.php?id=967103",0,0,0,0,0
3552,3,2,"Bartucz Sándor","Székesfehérvár - Bartucz Sándor népszerû ember mostanában.","http://dh-online.hu/belfoldi/20120207_nyugdijas_tajekoztato",0,1,1,1,1
3553,1,2,"Bartucz Sándor","Bartucz Sándor bõ egy órában ismertette a legfontosabb, januártól életbe lépett változásokat, majd kérdésekre válaszolt.","http://dh-online.hu/belfoldi/20120207_nyugdijas_tajekoztato",0,0,0,0,0
3554,1,2,"Orbán Viktor","Orbán Viktor évértékelésének legfontosabb mozzanatait alább közöljük.","http://www.hirextra.hu/2012/02/07/orban-viktor-orszagot-ertekel/",0,0,0,0,0
3555,1,2,"Orbán Viktor","Orbán Viktor hangsúlyozta: mindig lesznek barátai Magyarországnak, akik meg- és felszólalnak mellettünk, mint például a litvánok és a lengyelek.","http://www.hirextra.hu/2012/02/07/orban-viktor-orszagot-ertekel/",0,0,0,0,0
3556,1,2,"Balog Zoltán","Balog Zoltán, a Magyar Polgári Együttmûködés Egyesület elnöke a hagyományos értékek uniós szintû védelme érdekében kedden megalakult Patrióta Európa Mozgalom támogatására hívta fel a figyelmet Orbán Viktor miniszterelnök országértékelõ beszéde után.","http://www.hirextra.hu/2012/02/07/orban-viktor-orszagot-ertekel/",0,0,0,0,0
3557,27,2,"Orbán Viktor","Balog Zoltán, a Magyar Polgári Együttmûködés Egyesület elnöke a hagyományos értékek uniós szintû védelme érdekében kedden megalakult Patrióta Európa Mozgalom támogatására hívta fel a figyelmet Orbán Viktor miniszterelnök országértékelõ beszéde után.","http://www.hirextra.hu/2012/02/07/orban-viktor-orszagot-ertekel/",0,0,0,0,0
3558,1,2,"Orbán Viktor","Orbán Viktor a Magyar Polgári Együttmûködés Egyesület felkérésére tizennegyedik alkalommal tartott országértékelést.","http://www.hirextra.hu/2012/02/07/orban-viktor-orszagot-ertekel/",0,0,0,0,0
3559,26,2,"Balog Zoltán","Mutassuk meg, hogy milliókban mérhetõ azoknak a száma, akik fontosnak tartják értékeinket, mutassuk, meg hogy képesek vagyunk megvédeni ezeket - hangsúlyozta Balog Zoltán, aki a mozgalomhoz való csatlakozásra hívott fel.","http://www.hirextra.hu/2012/02/07/orban-viktor-orszagot-ertekel/",0,0,0,0,0
3560,1,2,"Selmeczi Gabriella","Selmeczi Gabriella, a Fidesz szóvivõje az MTI-hez kedden eljuttatott közleményében, a kormányfõ országértékelõ beszédére reagálva, kiemelte: a miniszterelnök és kormánya mindenben számíthat a Fidesz támogatására.","http://www.hirextra.hu/2012/02/07/orban-viktor-orszagot-ertekel/",0,0,0,0,0
3561,1,2,"Harrach Péter","Harrach Péter úgy fogalmazott: a miniszterelnök felrajzolta a jövõképet, amely az egyén számára a normális emberi életet, a társadalom számára a nyugodt és rendezett világot biztosítja, ahol érvényesülhet az egyén kreativítása, éppúgy mint a rászorulók védelme.","http://www.hirextra.hu/2012/02/07/orban-viktor-orszagot-ertekel/",0,0,0,0,0
3562,11,2,"Mittler István","A zavartalan üzemmenetet téli intézkedési terv segítségével biztosítják, közölte Mittler István.","http://www.stop.hu/belfold/kemeny-hideg-ovintezkedeseket-tesznek-az-atomeromuben/996768/",0,0,0,0,0
3563,7,2,"Láng István","Országos Mûszaki Irányító Törzs vezetõje, Láng István azt mondta, a következõ napok hideg idõjárása miatt várhatóan eléri a 90 százalékot a jegesedés, de arra, hogy az atomerõmû fölött ""beálljon"" a folyó, nem számítanak.","http://www.stop.hu/belfold/kemeny-hideg-ovintezkedeseket-tesznek-az-atomeromuben/996768/",0,0,0,0,0
3564,1,2,"Szilágyi Péter","Szilágyi Péter elõször múlt héten sajtótájékoztatón beszélt arról, hogy az LMP szerint Lázár János, Hódmezõvásárhely fideszes polgármestere ""közpénzbõl tõzsdézett"" a város rábízott vagyonával, amivel eljátszotta hitelét.","http://www.hirado.hu/Hirek/2012/02/07/10/LMP_Lazar_a_valutatozsden_forgatta_meg_Hodmezovasarhely_penzet.aspx",0,0,0,0,0
3565,14,2,"Lázár János","Szilágyi Péter elõször múlt héten sajtótájékoztatón beszélt arról, hogy az LMP szerint Lázár János, Hódmezõvásárhely fideszes polgármestere ""közpénzbõl tõzsdézett"" a város rábízott vagyonával, amivel eljátszotta hitelét.","http://www.hirado.hu/Hirek/2012/02/07/10/LMP_Lazar_a_valutatozsden_forgatta_meg_Hodmezovasarhely_penzet.aspx",-1,-1,-1,-1,-1
3566,1,2,"Lázár János","Lázár János viszont erre reagálva azt közölte, hogy õ a közgyûlés jóváhagyásával járt el, amikor az árfolyamok kedvezõ mozgását kihasználva nyereséget realizált a város a kötvényéhez kötõdõ határidõs opciós ügyleteivel, és soha nem folytatott tõzsdén mûveleteket a város vagyonával.","http://www.hirado.hu/Hirek/2012/02/07/10/LMP_Lazar_a_valutatozsden_forgatta_meg_Hodmezovasarhely_penzet.aspx",0,0,0,0,0
3567,29,2,"Lázár János","Határidõs opciós ügyleteket kötni a nemzetközi devizapiaci tõzsdén, angol nevén forex-en (foreign exchange) szoktak, tehát még a szó szoros értelmében is igaz, hogy Lázár János tõzsdézett, hiszen a valutatõzsdén forgatta meg a város pénzét - közölte.","http://www.hirado.hu/Hirek/2012/02/07/10/LMP_Lazar_a_valutatozsden_forgatta_meg_Hodmezovasarhely_penzet.aspx",-1,0,-1,0,0
3568,1,2,"Lázár János","Lázár János tehát közpénzekkel spekulált"" - szögezi le az ellenzéki politikus, aki szerint már a hitel svájci frankban való felvétele is spekuláció: hiszen tisztában voltak azzal, hogy az ""olcsó"" hitel ára magasabb árfolyamkockázatot is jelent.","http://www.hirado.hu/Hirek/2012/02/07/10/LMP_Lazar_a_valutatozsden_forgatta_meg_Hodmezovasarhely_penzet.aspx",-1,-1,-1,-1,-1
3570,22,2,"Holló Balázs","(Solti) Ádámot mindig érdekelte a színészet, ezért örülünk, hogy megtalálta a helyét barátok között, de élelmiszermérnökként Holló Balázs, informatikusként Vér Balázs, tanulóként (Enghy) Ábel és kárpitosként és zenészként (Kassai) Zsolti is jól érzi magát, ezek mellett még próbálunk és fellépünk rendszeresen.","http://www.infopapa.hu/hir_olvas/permalink:egesz-komoly-elegtetelt-kaptak-az-x-faktor-sztarjai-vide-2011-11-24-065608",0,1,0,0,0
3571,26,2,"Vér Balázs","(Solti) Ádámot mindig érdekelte a színészet, ezért örülünk, hogy megtalálta a helyét barátok között, de élelmiszermérnökként Holló Balázs, informatikusként Vér Balázs, tanulóként (Enghy) Ábel és kárpitosként és zenészként (Kassai) Zsolti is jól érzi magát, ezek mellett még próbálunk és fellépünk rendszeresen.","http://www.infopapa.hu/hir_olvas/permalink:egesz-komoly-elegtetelt-kaptak-az-x-faktor-sztarjai-vide-2011-11-24-065608",0,1,1,0,0
3572,5,1,"Ádám","Ezúttal a Roy & Ádám nagyszerû gitárosa, Nagy Ádám lesz az este sztárvendége a csütörtöki koncerten.","http://www.zene.hu/cikkek/cikk.php?id=29315",1,0,1,1,1
3573,9,2,"Nagy Ádám","Ezúttal a Roy & Ádám nagyszerû gitárosa, Nagy Ádám lesz az este sztárvendége a csütörtöki koncerten.","http://www.zene.hu/cikkek/cikk.php?id=29315",0,1,1,1,0
3574,9,2,"Stevie Wonder","-A srácok valószínûleg tudták, hogy nagyon szeretem Stevie Wondert, mert elsõsorban az õ dalaiban fogok gitározni.","http://www.zene.hu/cikkek/cikk.php?id=29315",1,1,1,1,1
3575,24,2,"Nagy Ádám","Aki tehát szereti a pörgõs ritmusokat, a dögös funky groove-okat, annak mindenképpen ajánlott ellátogatnia november 24-én az Ötkertbe, ahol ezúttal Nagy Ádám lesz a JunK zenekar vendége.","http://www.zene.hu/cikkek/cikk.php?id=29315",1,0,1,0,1
3576,1,2,"Mario Monti","Mario Monti, az új olasz szakértõi kormány vezetõje megerõsítette: célja, hogy hazájában 2013-ra egyensúlyba kerüljön a költségvetés, és beinduljanak a strukturális reformok.","http://www.napi.hu/nemzetkozi_gazdasag/az_alapszerzodes_modositasara_tesz_javaslatot_parizs_es_berlin.502958.html",0,0,0,0,1
3577,23,2,"Gy. Németh","A napilap szerint a DK elsõsorban Szabolcs-Szatmárban, Baranyában, Veszprémben és Budapesten látszik erõsnek, a fõvárosban az egykori szocialista fõpolgármester-jelölt Gy. Németh Erzsébet és támogatói is átálltak.","http://www.eszakhirnok.hu/index.php?option=com_content&view=article&id=12399:ezeroetszaz-mszp-s-allt-at-gyurcsanyekhoz&catid=2:belfold&Itemid=4",-1,0,-1,0,0
3578,1,2,"Felcsuti Péter","Felcsuti Péter úgy véli, az eddigi gyakorlat szerint a hazánkban mûködõ nagy külföldi bankok leányvállalatai a betétként befektetett összeg másfél vagy akár kétszeresét is hajlandóak voltak hitelezésre fordítani, köszönhetõen az anyavállalat feltõkésítésének.","http://www.klubradio.hu/cikk.php?id=16&cid=135700",0,0,0,0,0
